title,year,vote_count,vote_average,popularity,genres,soup
Pushing Tin,1999,117,5,7.073467,"['Comedy', 'Drama']",competit airport aircontrol adversari johncusack billybobthornton cateblanchett mikenewell mikenewell mikenewell Comedy Drama
Election,1999,275,6,7.174396,['Comedy'],jealousi infidel vandal museum motel graduat scandal ambit polit highschool bias satir parti crush independentfilm teacher moral trust elect overachiev matthewbroderick reesewitherspoon chrisklein alexanderpayne alexanderpayne alexanderpayne Comedy
eXistenZ,1999,487,6,11.446138,"['Action', 'Thriller', 'Science Fiction', 'Horror']",videogam hacker bodyguard popstar virtualr dystopia virtualfight jenniferjasonleigh judelaw ianholm davidcronenberg davidcronenberg davidcronenberg Action Thriller Science Fiction Horror
Entrapment,1999,613,6,10.62333,"['Romance', 'Drama', 'Mystery']","londonengland newyear'sev skyscrap burglar distrust undercov blackmail nuditi thief heist oldermanyoungerwomanrelationship artthief crimin arttheft manhattan,newyorkc gala seanconnery catherinezeta-jones willpatton jonamiel jonamiel jonamiel Romance Drama Mystery"
Idle Hands,1999,183,6,6.851628,"['Thriller', 'Comedy', 'Horror']",teenag attic priestess devonsawa sethgreen jessicaalba rodmanflender rodmanflender rodmanflender Thriller Comedy Horror
Get Real,1998,45,6,2.196587,"['Drama', 'Romance']",gay comingout highschool basedonplayormus comingofag britain lgbtchild bensilverstone bradgorton charlottebrittain simonshore simonshore simonshore Drama Romance
The King of Masks,1997,12,7,2.291724,['Drama'],china decept zhuxu chowyam-ying chiuliu-kong wutian-ming wutian-ming wutian-ming Drama
Three Seasons,1999,7,6,0.632591,"['Drama', 'Foreign']",poetri prostitut vietnam leprosi flowergirl song daughter harveykeitel đơndương ngochiepnguyen tonybui tonybui tonybui Drama Foreign
The Winslow Boy,1999,22,6,2.69143,['Drama'],courtcas british lawyer 20thcenturi rebeccapidgeon gemmajones nigelhawthorne davidmamet davidmamet davidmamet Drama
Mildred Pierce,1945,81,7,4.497049,"['Crime', 'Drama']",beach infidel restaur promis romanc melodrama sing girl beachhous motherdaughterestrang filmnoir joancrawford jackcarson zacharyscott michaelcurtiz michaelcurtiz michaelcurtiz Crime Drama
Night of the Comet,1984,94,6,4.947043,"['Comedy', 'Horror', 'Science Fiction']",post-apocalypt comet endoftheworld catherinemarystewart robertbeltran kellimaroney thomeberhardt thomeberhardt thomeberhardt Comedy Horror Science Fiction
My Science Project,1985,41,6,3.868014,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",timetravel dinosaur scienc johnstockwell dennishopper daniellevonzerneck jonathanr.betuel jonathanr.betuel jonathanr.betuel Comedy Family Fantasy Science Fiction
Dick Tracy,1990,258,5,8.304776,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",corrupt crimefight gangsterboss investig basedoncom policeman warrenbeatty alpacino madonna warrenbeatty warrenbeatty warrenbeatty Adventure Action Comedy Thriller Crime
The Mummy,1999,2796,6,23.984065,"['Adventure', 'Action', 'Fantasy']",librari secretpassag cairo egypt pastor pyramid sandstorm solareclips mummi foreignlegion nile secretsocieti treasurehunt remak ancientegypt oppositesattract 1920s brendanfraser rachelweisz johnhannah stephensommers stephensommers stephensommers Adventure Action Fantasy
The Castle,1997,69,7,4.337545,"['Drama', 'Comedy']",underdog airport courtcas australian familyhistori australia court cultcomedi michaelcaton annetenney stephencurry robsitch robsitch robsitch Drama Comedy
This Is My Father,1999,2,4,1.704254,"['Drama', 'Romance']",illinoi father independentfilm ireland aidanquinn jamescaan stephenrea paulquinn paulquinn paulquinn Drama Romance
Xiu Xiu: The Sent-Down Girl,1998,7,7,1.286747,"['Drama', 'Foreign']",femalenud rape womandirector lixiaolu lopsang zhengqian joanchen joanchen joanchen Drama Foreign
A Midsummer Night's Dream,1999,95,6,6.078792,"['Fantasy', 'Drama', 'Comedy', 'Romance']",shakespear fairi lover promis luck ruperteverett calistaflockhart kevinkline michaelhoffman michaelhoffman michaelhoffman Fantasy Drama Comedy Romance
After Life,1998,49,7,2.916805,"['Fantasy', 'Drama']",grandmothergrandsonrelationship cloud airplan heaven bell teenagegirl memori oldman videotap remembr arataiura erikaoda susumuterajima hirokazukoreeda hirokazukoreeda hirokazukoreeda Fantasy Drama
Black Mask,1996,55,5,7.632785,['Action'],librari martialart bookshop chinesemafia polic mafiaboss maskedhero jetli lauching-wan karenmok daniellee daniellee daniellee Action
Edge of Seventeen,1998,29,5,1.666469,"['Comedy', 'Drama', 'Romance']",gay ohio homosexu independentfilm comingofag summer gayman amusementpark lgbt chrisstafford tinaholmes andersengabrych davidmoreton davidmoreton davidmoreton Comedy Drama Romance
Endurance,1999,1,6,0.052279,['Drama'],hailegebrsellasie shawanannessgebrselassie yonaszergaw lesliewoodhead lesliewoodhead lesliewoodhead Drama
Star Wars: Episode I - The Phantom Menace,1999,4526,6,15.649091,"['Adventure', 'Action', 'Science Fiction']",propheci senat queen taskmast galaxi apprentic tax spaceopera liamneeson ewanmcgregor natalieportman georgelucas georgelucas georgelucas Adventure Action Science Fiction
The Love Letter,1999,17,5,2.012283,"['Comedy', 'Drama', 'Romance']",lovelett misunderstand katecapshaw blythedanner ellendegeneres peterchan peterchan peterchan Comedy Drama Romance
Besieged,1998,14,7,5.435716,"['Drama', 'Romance']",compos love jail gift pianist english thandienewton davidthewlis claudiosantamaria bernardobertolucci bernardobertolucci bernardobertolucci Drama Romance
Frogs for Snakes,1998,0,0,0.431876,"['Thriller', 'Comedy', 'Crime']",loanshark actor lisamarie barbarahershey debimazar amospoe amospoe amospoe Thriller Comedy Crime
The Mummy,1932,121,6,12.190044,['Horror'],egypt virgin museum mummi incant reincarn resurrect buriedal excav tranc sorcer african classichorror priestess eternallov archeologist buriedtomb ancientcurs boriskarloff zitajohann davidmanners karlfreund karlfreund karlfreund Horror
The Mummy,1959,58,6,4.662323,['Horror'],mummi swamp princess remak nursinghom hammerhorror tomb ancientegypt petercushing christopherlee yvonnefurneaux terencefisher terencefisher terencefisher Horror
The Mummy's Curse,1944,11,6,2.121075,['Horror'],monster mummi louisiana swamp sequel ancientreligion reincarnatedprincess ancientcurs lonchaneyjr. dennismoore kayharding lesliegoodwins lesliegoodwins lesliegoodwins Horror
The Mummy's Ghost,1944,10,6,1.569494,['Horror'],smalltown mummi swamp reveng policedetect highpriest collegestud ancientreligion sarcophagus reincarnatedprincess ancientcurs lonchaneyjr. johncarradine robertlowery reginaldleborg reginaldleborg reginaldleborg Horror
The Mummy's Hand,1940,14,6,1.622519,['Horror'],egypt monster mummi buriedal murder curs archaeologist highpriest ancientreligion sarcophagus buriedtomb dickforan peggymoran wallaceford christycabanne christycabanne christycabanne Horror
The Mummy's Tomb,1942,6,8,0.674417,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",egypt monster mummi princess sequel reveng murder highpriest lonchaneyjr. turhanbey johnhubbard haroldyoung haroldyoung haroldyoung Drama Fantasy Horror Mystery Thriller
Mommie Dearest,1981,55,6,2.878266,['Drama'],ax biographi sociopath lawyer mansion docudrama perfect adoptedchild fayedunaway dianascarwid steveforrest frankperry frankperry frankperry Drama
Superman,1978,1042,6,15.460102,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",savingtheworld journalist dccomic crimefight nuclearmissil galaxi superhero basedoncom crimin sabotag northpol midwest kryptonit superpow superhumanstrength aftercreditssting savetheday christopherreeve marlonbrando margotkidder richarddonner richarddonner richarddonner Action Adventure Fantasy Science Fiction
Superman II,1980,642,6,10.301621,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",savingtheworld dccomic sequel superhero basedoncom lossofvirgin crimin superpow superhumanstrength duringcreditssting genehackman christopherreeve nedbeatty richardlester richardlester richardlester Action Adventure Fantasy Science Fiction
Superman III,1983,500,5,9.614638,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",savingtheworld dccomic supercomput identitycrisi lossofpow sequel superhero basedoncom hack superpow superhumanstrength christopherreeve richardpryor jackiecooper richardlester richardlester richardlester Comedy Action Adventure Fantasy Science Fiction
Superman IV: The Quest for Peace,1987,327,4,7.990679,"['Action', 'Adventure', 'Science Fiction']",savingtheworld dccomic mountain nuclearmissil u.s.armi alterego sequel superhero laboratori convert newspapereditor nuclearweapon volcanicerupt superpow superhumanstrength christopherreeve margotkidder genehackman sidneyj.furie sidneyj.furie sidneyj.furie Action Adventure Science Fiction
Dracula,1931,254,7,7.503126,['Horror'],transylvania basedonnovel monster castl vampir dracula spider count basedonplayormus undead classichorror lunat belalugosi helenchandler davidmanners todbrowning todbrowning todbrowning Horror
House of Frankenstein,1944,30,6,2.542558,"['Fantasy', 'Horror', 'Science Fiction', 'Thriller']",dracula frankenstein boriskarloff j.carrolnaish lonchaneyjr. erlec.kenton erlec.kenton erlec.kenton Fantasy Horror Science Fiction Thriller
Frankenstein,1931,295,7,8.091603,"['Drama', 'Horror', 'Science Fiction']",fire monster experi frankenstein laboratori maddoctor girl classichorror bodypart colinclive maeclarke johnboles jameswhale jameswhale jameswhale Drama Horror Science Fiction
Son of Frankenstein,1939,42,7,3.563588,"['Horror', 'Science Fiction']",frankenstein classichorror basilrathbone boriskarloff belalugosi rowlandv.lee rowlandv.lee rowlandv.lee Horror Science Fiction
The Ghost of Frankenstein,1942,26,6,4.021579,"['Fantasy', 'Horror', 'Science Fiction']",frankenstein cedrichardwicke lonchaneyjr. belalugosi erlec.kenton erlec.kenton erlec.kenton Fantasy Horror Science Fiction
Frankenstein Meets the Wolf Man,1943,42,6,5.841791,"['Fantasy', 'Horror', 'Science Fiction']",moon gypsi cemeteri monster frankenstein sequel werewolf childmurd graverob frankenstein'smonst lycanthrop lonchaneyjr. belalugosi patricknowles roywilliamneill roywilliamneill roywilliamneill Fantasy Horror Science Fiction
The Curse of Frankenstein,1957,61,6,4.307941,"['Horror', 'Science Fiction']",experi brain guillotin frankenstein remak reveng murder suspens reanim madscientist morgu decapit severedhead creatur gothichorror hammerhorror severedhand toldinflashback reanimatedcorps petercushing hazelcourt roberturquhart terencefisher terencefisher terencefisher Horror Science Fiction
Son of Dracula,1943,16,6,5.343065,"['Fantasy', 'Horror']",sheriff cemeteri monster coffin grave vampir voodoo dracula transform swamp murder fatherdaughterrelationship crucifix occult vampirebat femalevampir lonchaneyjr. louiseallbritton robertpaige robertsiodmak robertsiodmak robertsiodmak Fantasy Horror
The Wolf Man,1941,124,7,5.386984,"['Horror', 'Drama']",gypsi fortunetel shotgun wolf amulet fullmoon beautifulwoman goodvsevil trap wolfman cane pentagram werewolf classichorror lycanthrop bodytransform lonchaneyjr. clauderains evelynankers georgewaggner georgewaggner georgewaggner Horror Drama
Howling II: Stirba - Werewolf Bitch,1985,41,4,4.037458,"['Thriller', 'Horror']",transylvania femalenud basedonnovel monster wolf nuditi bloodsplatt sequel independentfilm gore blood werewolf explodinghead violenc axeinthehead severedhand christopherlee anniemcenroe rebbrown philippemora philippemora philippemora Thriller Horror
Tarantula,1955,58,6,4.453327,"['Horror', 'Science Fiction', 'Thriller']",monster experi giantspid deform laboratori giantmonst scientist desert napalm animalhorror johnagar maracorday leog.carroll jackarnold jackarnold jackarnold Horror Science Fiction Thriller
The Rocky Horror Picture Show,1975,703,7,8.699428,"['Comedy', 'Horror', 'Music', 'Science Fiction']",transvest transylvania sex marriagepropos timewarp castl music undress motorcycl rock'n'rol cultclass timcurry susansarandon barrybostwick jimsharman jimsharman jimsharman Comedy Horror Music Science Fiction
It Came from Hollywood,1982,12,6,1.629796,"['Comedy', 'Documentary']",filmmak narrat bmovi danaykroyd johncandy cheechmarin andrewsolt andrewsolt andrewsolt Comedy Documentary
The Thing from Another World,1951,142,6,5.466036,"['Horror', 'Science Fiction']",pilot flyingsauc base arctic alieninvas kennethtobey margaretsheridan robertcornthwaite christiannyby christiannyby christiannyby Horror Science Fiction
It Came from Outer Space,1953,52,6,7.749114,"['Horror', 'Science Fiction']",smalltown spacecraft arizona alienlife-form mindcontrol meteorit astronom richardcarlson barbararush charlesdrake jackarnold jackarnold jackarnold Horror Science Fiction
The War of the Worlds,1953,172,6,5.609399,"['Horror', 'Science Fiction', 'Thriller']",lasergun spacemarin dystopia spaceinvas alieninvas genebarry annrobinson lestremayne byronhaskin byronhaskin byronhaskin Horror Science Fiction Thriller
Invasion of the Body Snatchers,1956,277,7,6.135431,"['Horror', 'Science Fiction']",basedonnovel victim dystopia delus alien doctor patient alieninvas alieninfect doppelgang tyranni mccarthyism emotionless paranoid kevinmccarthy danawynter kingdonovan donsiegel donsiegel donsiegel Horror Science Fiction
Swamp Thing,1982,92,5,9.412377,"['Horror', 'Science Fiction']",dccomic basedoncom cultdirector swampth louisjourdan adriennebarbeau raywise wescraven wescraven wescraven Horror Science Fiction
Pork Chop Hill,1959,16,6,2.522122,"['Action', 'War', 'Drama']",war koreanwar gregorypeck harryguardino riptorn lewismilestone lewismilestone lewismilestone Action War Drama
"Run Silent, Run Deep",1958,31,7,2.73837,"['Drama', 'War']",submarin worldwarii pacifictheat clarkgable burtlancaster jackwarden robertwise robertwise robertwise Drama War
Notting Hill,1999,1309,7,9.874043,"['Romance', 'Comedy', 'Drama']",londonengland bookshop birthday newlov filmmak paparazzi pressconfer wheelchair bathtub cohabit friendship fame celebr moviestar spectacl juliaroberts hughgrant ginamckee rogermichell rogermichell rogermichell Romance Comedy Drama
The Thirteenth Floor,1999,381,6,9.356587,"['Thriller', 'Science Fiction', 'Mystery']",artificialintellig simul computerprogram virtualr dystopia murder losangel craigbierko arminmueller-stahl gretchenmol josefrusnak josefrusnak josefrusnak Thriller Science Fiction Mystery
Eternity and a Day,1998,14,7,1.266908,['Drama'],independentfilm brunoganz isabellerenauld fabriziobentivoglio theoangelopoulos theoangelopoulos theoangelopoulos Drama
The Loss of Sexual Innocence,1999,9,5,3.02583,['Drama'],juliansands saffronburrows justinchadwick mikefiggis mikefiggis mikefiggis Drama
Instinct,1999,149,6,6.236116,"['Drama', 'Mystery', 'Thriller']",prison gorilla research instinct murder psychologist anthonyhopkins cubagoodingjr. donaldsutherland jonturteltaub jonturteltaub jonturteltaub Drama Mystery Thriller
Buena Vista Social Club,1999,76,7,11.619416,"['Documentary', 'Music']",cuba music havanna independentfilm musicband compaysegundo eliadesochoa rycooder wimwenders wimwenders wimwenders Documentary Music
Desert Blue,1999,9,5,2.494188,"['Comedy', 'Drama']",bomb fire fbi quarantin independentfilm waterpark bonfir explos aqueduct caseyaffleck katehudson brendansextoniii morganj.freeman morganj.freeman morganj.freeman Comedy Drama
